;id;Nummer;Lid;Opsomming niveau 1;Opsomming niveau 2;Opsomming niveau 3;Zin;Versie;jci 1.3;Brontekst;Action;Object;Actor;Recipient;Opmerkingen;Action 2;Object 2;Actor 2;Recipient 2;Action 3;Object 3;Actor 3;Recipient 3;tokens;srl_tags
439;93;Deel1;Hoofdstuk1.1;Artikel1.2;Onderdeelb;;;1-4-2013;jci1.3:c:BWBR0032203&deel=1&hoofdstuk=1.1&artikel=1.2&o=b&z=2019-04-18&g=2019-04-18;over de meerderheid van de stemmen beschikt die aan de door het bedrijf uitgegeven aandelen zijn verbonden of;beschikt;over de meerderheid van de stemmen;;;;;;;;;;;;['over', 'de', 'meerderheid', 'van', 'de', 'stemmen', 'beschikt', 'die', 'aan', 'de', 'door', 'het', 'bedrijf', 'uitgegeven', 'aandelen', 'zijn', 'verbonden', 'of'];['OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
440;94;Deel1;Hoofdstuk1.1;Artikel1.2;Onderdeelc;;;1-4-2013;jci1.3:c:BWBR0032203&deel=1&hoofdstuk=1.1&artikel=1.2&o=c&z=2019-04-18&g=2019-04-18;meer dan de helft van de leden van het bestuurs -  ,  leidinggevend of toezichthoudend orgaan van het bedrijf kan benoemen . ;kan benoemen;meer dan de helft van de leden van het bestuurs-, leidinggevend of toezichthoudend orgaan van het bedrijf ;;;;;;;;;;;;['meer', 'dan', 'de', 'helft', 'van', 'de', 'leden', 'van', 'het', 'bestuurs', '-', ',', 'leidinggevend', 'of', 'toezichthoudend', 'orgaan', 'van', 'het', 'bedrijf', 'kan', 'benoemen', '.'];['OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', '-', ',', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'V', 'V', '.']
441;95;Deel1;Hoofdstuk1.1;Artikel1.3;Lid1;;;1-7-2016;jci1.3:c:BWBR0032203&deel=1&hoofdstuk=1.1&artikel=1.3&lid=1&z=2019-04-18&g=2019-04-18;Een wijziging van de CPV - codes in de richtlijnen 2014 / 23 / EU ,  2014 / 24 / EU en 2014 / 25 / EU gaat voor de toepassing van deze wet gelden met ingang van de dag waarop het desbetreffende besluit van de Europese Commissie in werking treedt . ;gaat gelden;;een wijziging van de CPV-codes in de richtlijnen 2014/23/EU, 2014/24/EU en 2014/25/EU;;;werking treedt;;het desbetreffende besluit van de Europese Commissie;;;;;;['Een', 'wijziging', 'van', 'de', 'CPV', '-', 'codes', 'in', 'de', 'richtlijnen', '2014', '/', '23', '/', 'EU', ',', '2014', '/', '24', '/', 'EU', 'en', '2014', '/', '25', '/', 'EU', 'gaat', 'voor', 'de', 'toepassing', 'van', 'deze', 'wet', 'gelden', 'met', 'ingang', 'van', 'de', 'dag', 'waarop', 'het', 'desbetreffende', 'besluit', 'van', 'de', 'Europese', 'Commissie', 'in', 'werking', 'treedt', '.'];['ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', '-', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', '2014', '/', '23', '/', 'ACTOR', ',', '2014', '/', '24', '/', 'ACTOR', 'ACTOR', '2014', '/', '25', '/', 'ACTOR', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'O', 'V', 'V', '.']
442;96;Deel1;Hoofdstuk1.1;Artikel1.3;Lid2;;;1-7-2016;jci1.3:c:BWBR0032203&deel=1&hoofdstuk=1.1&artikel=1.3&lid=2&z=2019-04-18&g=2019-04-18;Een wijziging van bijlage X van richtlijn 2014 / 23 / EU ,  de bijlagen I ,  X en XIII van richtlijn 2014 / 24 / EU en van de bijlagen II ,  XIV en XV van richtlijn 2014 / 25 / EU gaat voor de toepassing van deze wet gelden met ingang van de dag waarop het desbetreffende besluit van de Europese Commissie in werking treedt . ;gaat gelden;;Een wijziging van bijlage X van richtlijn 2014/23/EU, de bijlagen I, X en XIII van richtlijn 2014/24/EU en van de bijlagen II, XIV en XV van richtlijn 2014/25/EU;;;werking treedt;;het desbetreffende besluit van de Europese Commissie;;;;;;['Een', 'wijziging', 'van', 'bijlage', 'X', 'van', 'richtlijn', '2014', '/', '23', '/', 'EU', ',', 'de', 'bijlagen', 'I', ',', 'X', 'en', 'XIII', 'van', 'richtlijn', '2014', '/', '24', '/', 'EU', 'en', 'van', 'de', 'bijlagen', 'II', ',', 'XIV', 'en', 'XV', 'van', 'richtlijn', '2014', '/', '25', '/', 'EU', 'gaat', 'voor', 'de', 'toepassing', 'van', 'deze', 'wet', 'gelden', 'met', 'ingang', 'van', 'de', 'dag', 'waarop', 'het', 'desbetreffende', 'besluit', 'van', 'de', 'Europese', 'Commissie', 'in', 'werking', 'treedt', '.'];['ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', '2014', '/', '23', '/', 'ACTOR', ',', 'ACTOR', 'ACTOR', 'ACTOR', ',', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', '2014', '/', '24', '/', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', ',', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', '2014', '/', '25', '/', 'ACTOR', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'O', 'V', 'V', '.']
443;97;Deel1;Hoofdstuk1.1;Artikel1.3;Lid3;;;1-7-2016;jci1.3:c:BWBR0032203&deel=1&hoofdstuk=1.1&artikel=1.3&lid=3&z=2019-04-18&g=2019-04-18;Onze Minister doet mededeling in de Staatscourant van een besluit als bedoeld in het eerste en tweede lid . ; doet mededeling;een besluit als bedoeld in het eerste en tweede lid;Onze Minister;;;;;;;;;;;['Onze', 'Minister', 'doet', 'mededeling', 'in', 'de', 'Staatscourant', 'van', 'een', 'besluit', 'als', 'bedoeld', 'in', 'het', 'eerste', 'en', 'tweede', 'lid', '.'];['ACTOR', 'ACTOR', 'V', 'V', 'O', 'O', 'O', 'O', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', '.']
444;98;Deel1;Hoofdstuk1.2;Afdeling1.2.1;Artikel1.4;Lid1;;1-4-2013;jci1.3:c:BWBR0032203&deel=1&hoofdstuk=1.2&afdeling=1.2.1&artikel=1.4&lid=1&z=2019-04-18&g=2019-04-18;Een aanbestedende dienst die of een speciale - sectorbedrijf dat voornemens is een schriftelijke overeenkomst onder bezwarende titel tot het verrichten van werken ,  leveringen of diensten te sluiten ,  bepaalt op basis van objectieve criteria : ;is ;voornemens;Een aanbestedende dienst die of een speciale-sectorbedrijf;;;;;;;;;;;['Een', 'aanbestedende', 'dienst', 'die', 'of', 'een', 'speciale', '-', 'sectorbedrijf', 'dat', 'voornemens', 'is', 'een', 'schriftelijke', 'overeenkomst', 'onder', 'bezwarende', 'titel', 'tot', 'het', 'verrichten', 'van', 'werken', ',', 'leveringen', 'of', 'diensten', 'te', 'sluiten', ',', 'bepaalt', 'op', 'basis', 'van', 'objectieve', 'criteria', ':'];['ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', '-', 'ACTOR', 'O', 'OBJ', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', ',', 'O', 'O', 'O', 'O', 'O', ',', 'O', 'O', 'O', 'O', 'O', 'O', ':']
445;99;Deel1;Hoofdstuk1.2;Afdeling1.2.1;Artikel1.4;Onderdeela;;;;de keuze voor de wijze waarop de aanbestedende dienst of het speciale - sectorbedrijf voornemens is de overeenkomst tot stand te brengen;is ;voornemens;Een aanbestedende dienst die of een speciale-sectorbedrijf;;;;;;;;;;;['de', 'keuze', 'voor', 'de', 'wijze', 'waarop', 'de', 'aanbestedende', 'dienst', 'of', 'het', 'speciale', '-', 'sectorbedrijf', 'voornemens', 'is', 'de', 'overeenkomst', 'tot', 'stand', 'te', 'brengen'];['O', 'O', 'O', 'O', 'O', 'O', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', '-', 'ACTOR', 'OBJ', 'V', 'O', 'O', 'O', 'O', 'O', 'O']
446;100;Deel1;Hoofdstuk1.2;Afdeling1.2.1;Artikel1.4;Onderdeelb;;1-4-2013;jci1.3:c:BWBR0032203&deel=1&hoofdstuk=1.2&afdeling=1.2.1&artikel=1.4&lid=1&o=b&z=2019-04-18&g=2019-04-18;de keuze voor de ondernemer of ondernemers die worden toegelaten tot de aanbestedingsprocedure . ;worden toegelaten;; de ondernemer of ondernemers;;;;;;;;;;;['de', 'keuze', 'voor', 'de', 'ondernemer', 'of', 'ondernemers', 'die', 'worden', 'toegelaten', 'tot', 'de', 'aanbestedingsprocedure', '.'];['O', 'O', 'O', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'O', 'V', 'V', 'O', 'O', 'O', '.']
447;101;Deel1;Hoofdstuk1.2;Afdeling1.2.1;Artikel1.4;Lid2;;1-4-2013;jci1.3:c:BWBR0032203&deel=1&hoofdstuk=1.2&afdeling=1.2.1&artikel=1.4&lid=2&z=2019-04-18&g=2019-04-18;De aanbestedende dienst of het speciale - sectorbedrijf draagt zorg voor het leveren van zo veel mogelijk maatschappelijke waarde voor de publieke middelen bij het aangaan van een schriftelijke overeenkomst als bedoeld in het eerste lid . ;draagt zorg;het leveren van zo veel mogelijk maatschappelijke waarde;De aanbestedende dienst of het speciale-sectorbedrijf ;;;;;;;;;;;['De', 'aanbestedende', 'dienst', 'of', 'het', 'speciale', '-', 'sectorbedrijf', 'draagt', 'zorg', 'voor', 'het', 'leveren', 'van', 'zo', 'veel', 'mogelijk', 'maatschappelijke', 'waarde', 'voor', 'de', 'publieke', 'middelen', 'bij', 'het', 'aangaan', 'van', 'een', 'schriftelijke', 'overeenkomst', 'als', 'bedoeld', 'in', 'het', 'eerste', 'lid', '.'];['ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', '-', 'ACTOR', 'V', 'V', 'O', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '.']
448;102;Deel1;Hoofdstuk1.2;Afdeling1.2.1;Artikel1.4;Lid3;;1-4-2013;jci1.3:c:BWBR0032203&deel=1&hoofdstuk=1.2&afdeling=1.2.1&artikel=1.4&lid=3&z=2019-04-18&g=2019-04-18;De aanbestedende dienst of het speciale - sectorbedrijf verstrekt een ondernemer op diens schriftelijk verzoek de motivering van de in het eerste lid ,  onderdelen a en b ,  bedoelde keuze . ;verstrekt; de motivering van de in het eerste lid, onderdelen a en b;De aanbestedende dienst of het speciale-sectorbedrijf;een ondernemer;;;;;;;;;;['De', 'aanbestedende', 'dienst', 'of', 'het', 'speciale', '-', 'sectorbedrijf', 'verstrekt', 'een', 'ondernemer', 'op', 'diens', 'schriftelijk', 'verzoek', 'de', 'motivering', 'van', 'de', 'in', 'het', 'eerste', 'lid', ',', 'onderdelen', 'a', 'en', 'b', ',', 'bedoelde', 'keuze', '.'];['ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', '-', 'ACTOR', 'V', 'REC', 'REC', 'O', 'O', 'O', 'O', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', ',', 'OBJ', 'OBJ', 'OBJ', 'OBJ', ',', 'O', 'O', '.']
449;103;Deel1;Hoofdstuk1.2;Afdeling1.2.1;Artikel1.5;Lid1;;1-4-2013;jci1.3:c:BWBR0032203&deel=1&hoofdstuk=1.2&afdeling=1.2.1&artikel=1.5&lid=1&z=2019-04-18&g=2019-04-18;Een aanbestedende dienst of speciale - sectorbedrijf voegt opdrachten niet onnodig samen .  Alvorens samenvoeging plaatsvindt ,  wordt in ieder geval acht geslagen op : ;voegt samen;;Een aanbestedende dienst of speciale-sectorbedrijf;;;plaatsvindt;;samenvoeging;;wordt acht geslagen op;;;;['Een', 'aanbestedende', 'dienst', 'of', 'speciale', '-', 'sectorbedrijf', 'voegt', 'opdrachten', 'niet', 'onnodig', 'samen', '.'];['ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', '-', 'ACTOR', 'V', 'O', 'O', 'O', 'V', '.']
449;103;Deel1;Hoofdstuk1.2;Afdeling1.2.1;Artikel1.5;Lid1;;1-4-2013;jci1.3:c:BWBR0032203&deel=1&hoofdstuk=1.2&afdeling=1.2.1&artikel=1.5&lid=1&z=2019-04-18&g=2019-04-18;Een aanbestedende dienst of speciale - sectorbedrijf voegt opdrachten niet onnodig samen .  Alvorens samenvoeging plaatsvindt ,  wordt in ieder geval acht geslagen op : ;voegt samen;;Een aanbestedende dienst of speciale-sectorbedrijf;;;plaatsvindt;;samenvoeging;;wordt acht geslagen op;;;;['Alvorens', 'samenvoeging', 'plaatsvindt', ',', 'wordt', 'in', 'ieder', 'geval', 'acht', 'geslagen', 'op', ':'];['O', 'ACTOR', 'V', ',', 'V', 'O', 'O', 'O', 'V', 'V', 'V', ':']
452;108;Deel1;Hoofdstuk1.2;Afdeling1.2.1;Artikel1.5;Lid3;;1-4-2013;jci1.3:c:BWBR0032203&deel=1&hoofdstuk=1.2&afdeling=1.2.1&artikel=1.5&lid=3&z=2019-04-18&g=2019-04-18;Een aanbestedende dienst of een speciale - sectorbedrijf deelt een opdracht op in meerdere percelen ,  tenzij hij dit niet passend acht ,  in welk geval de aanbestedende dienst of het speciale - sectorbedrijf dit motiveert in de aanbestedingsstukken . ;deelt op;een opdracht;Een aanbestedende dienst of een speciale-sectorbedrijf ;;;acht;dit;Een aanbestedende dienst of een speciale-sectorbedrijf ;;motiveert;;Een aanbestedende dienst of een speciale-sectorbedrijf ;;['Een', 'aanbestedende', 'dienst', 'of', 'een', 'speciale', '-', 'sectorbedrijf', 'deelt', 'een', 'opdracht', 'op', 'in', 'meerdere', 'percelen', ',', 'tenzij', 'hij', 'dit', 'niet', 'passend', 'acht', ',', 'in', 'welk', 'geval', 'de', 'aanbestedende', 'dienst', 'of', 'het', 'speciale', '-', 'sectorbedrijf', 'dit', 'motiveert', 'in', 'de', 'aanbestedingsstukken', '.'];['ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', '-', 'ACTOR', 'V', 'OBJ', 'OBJ', 'V', 'O', 'O', 'O', ',', 'O', 'O', 'OBJ', 'O', 'O', 'V', ',', 'O', 'O', 'O', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', '-', 'ACTOR', 'OBJ', 'V', 'O', 'O', 'O', '.']
453;109;Deel1;Hoofdstuk1.2;Afdeling1.2.1;Artikel1.6;;;1-4-2013;jci1.3:c:BWBR0032203&deel=1&hoofdstuk=1.2&afdeling=1.2.1&artikel=1.6&z=2019-04-18&g=2019-04-18;Aanbestedende diensten die voornemens zijn een schriftelijke overeenkomst onder bezwarende titel tot het verrichten van werken ,  leveringen of diensten te sluiten ,  dragen zorg voor een zo groot mogelijke beperking van de met de totstandkoming van die overeenkomst samenhangende en daaruit voortvloeiende administratieve lasten . ;zijn;voornemens;Aanbestedende diensten ;;;dragen zorg voor; zo groot mogelijke beperking van de met de totstandkoming van die overeenkomst samenhangende en daaruit voortvloeiende administratieve lasten;Aanbestedende diensten ;;;;;;['Aanbestedende', 'diensten', 'die', 'voornemens', 'zijn', 'een', 'schriftelijke', 'overeenkomst', 'onder', 'bezwarende', 'titel', 'tot', 'het', 'verrichten', 'van', 'werken', ',', 'leveringen', 'of', 'diensten', 'te', 'sluiten', ',', 'dragen', 'zorg', 'voor', 'een', 'zo', 'groot', 'mogelijke', 'beperking', 'van', 'de', 'met', 'de', 'totstandkoming', 'van', 'die', 'overeenkomst', 'samenhangende', 'en', 'daaruit', 'voortvloeiende', 'administratieve', 'lasten', '.'];['ACTOR', 'ACTOR', 'O', 'OBJ', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', ',', 'O', 'O', 'O', 'O', 'O', ',', 'V', 'V', 'V', 'O', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', '.']
454;110;Deel1;Hoofdstuk1.2;Afdeling1.2.2;Artikel1.7;;;1-7-2016;jci1.3:c:BWBR0032203&deel=1&hoofdstuk=1.2&afdeling=1.2.2&artikel=1.7&z=2019-04-18&g=2019-04-18;De bepalingen in deze afdeling gelden voor aanbestedende diensten en speciale - sectorbedrijven bij : ;gelden;;De bepalingen in deze afdeling; aanbestedende diensten en speciale-sectorbedrijven;;;;;;;;;;['De', 'bepalingen', 'in', 'deze', 'afdeling', 'gelden', 'voor', 'aanbestedende', 'diensten', 'en', 'speciale', '-', 'sectorbedrijven', 'bij', ':'];['ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'V', 'O', 'REC', 'REC', 'REC', 'REC', '-', 'REC', 'O', ':']
457;113;Deel1;Hoofdstuk1.2;Afdeling1.2.2;Artikel1.8;;;1-4-2013;jci1.3:c:BWBR0032203&deel=1&hoofdstuk=1.2&afdeling=1.2.2&artikel=1.8&z=2019-04-18&g=2019-04-18;Een aanbestedende dienst of een speciale - sectorbedrijf behandelt ondernemers op gelijke en niet - discriminerende wijze . ;behandelt;ondernemers;Een aanbestedende dienst of een speciale-sectorbedrijf ;;;;;;;;;;;['Een', 'aanbestedende', 'dienst', 'of', 'een', 'speciale', '-', 'sectorbedrijf', 'behandelt', 'ondernemers', 'op', 'gelijke', 'en', 'niet', '-', 'discriminerende', 'wijze', '.'];['ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', '-', 'ACTOR', 'V', 'OBJ', 'O', 'O', 'O', 'O', '-', 'O', 'O', '.']
458;114;Deel1;Hoofdstuk1.2;Afdeling1.2.2;Artikel1.9;Lid1;;1-7-2016;jci1.3:c:BWBR0032203&deel=1&hoofdstuk=1.2&afdeling=1.2.2&artikel=1.9&lid=1&z=2019-04-18&g=2019-04-18;Een aanbestedende dienst of een speciale - sectorbedrijf handelt transparant . ;handelt;;Een aanbestedende dienst of een speciale-sectorbedrijf;;;;;;;;;;;['Een', 'aanbestedende', 'dienst', 'of', 'een', 'speciale', '-', 'sectorbedrijf', 'handelt', 'transparant', '.'];['ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', '-', 'ACTOR', 'V', 'O', '.']
459;115;Deel1;Hoofdstuk1.2;Afdeling1.2.2;Artikel1.9;Lid2;;1-7-2016;jci1.3:c:BWBR0032203&deel=1&hoofdstuk=1.2&afdeling=1.2.2&artikel=1.9&lid=2&z=2019-04-18&g=2019-04-18;Bij de toepassing van het eerste lid draagt de aanbestedende dienst of het speciale - sectorbedrijf in ieder geval zorg voor een passende mate van openbaarheid van de aankondiging van het voornemen tot het plaatsen van een overheidsopdracht ,  een speciale - sectoropdracht of een concessieopdracht of het uitschrijven van een prijsvraag . ;draagt zorg voor;een passende mate van openbaarheid van de aankondiging van het voornemen tot het plaatsen van een overheidsopdracht, een speciale-sectoropdracht of een concessieopdracht of het uitschrijven van een prijsvraag;de aanbestedende dienst of het speciale-sectorbedrijf;;;;;;;;;;;['Bij', 'de', 'toepassing', 'van', 'het', 'eerste', 'lid', 'draagt', 'de', 'aanbestedende', 'dienst', 'of', 'het', 'speciale', '-', 'sectorbedrijf', 'in', 'ieder', 'geval', 'zorg', 'voor', 'een', 'passende', 'mate', 'van', 'openbaarheid', 'van', 'de', 'aankondiging', 'van', 'het', 'voornemen', 'tot', 'het', 'plaatsen', 'van', 'een', 'overheidsopdracht', ',', 'een', 'speciale', '-', 'sectoropdracht', 'of', 'een', 'concessieopdracht', 'of', 'het', 'uitschrijven', 'van', 'een', 'prijsvraag', '.'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', '-', 'ACTOR', 'O', 'O', 'O', 'V', 'V', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', ',', 'OBJ', 'OBJ', '-', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', 'OBJ', '.']
460;116;Deel1;Hoofdstuk1.2;Afdeling1.2.2;Artikel1.9;Lid3;;1-7-2016;jci1.3:c:BWBR0032203&deel=1&hoofdstuk=1.2&afdeling=1.2.2&artikel=1.9&lid=3&z=2019-04-18&g=2019-04-18;Het tweede lid is niet van toepassing : ;is niet;van toepassing;Het tweede lid;;;;;;;;;;;['Het', 'tweede', 'lid', 'is', 'niet', 'van', 'toepassing', ':'];['ACTOR', 'ACTOR', 'ACTOR', 'V', 'V', 'OBJ', 'OBJ', ':']
462;118;Deel1;Hoofdstuk1.2;Afdeling1.2.2;Artikel1.9;Onderdeelb;;1-7-2016;jci1.3:c:BWBR0032203&deel=1&hoofdstuk=1.2&afdeling=1.2.2&artikel=1.9&lid=3&o=b&z=2019-04-18&g=2019-04-18;ingeval van toepasselijkheid van  :  indien met overeenkomstige toepassing van het bepaalde bij of krachtens  ,   of  van deze wet geen verplichting geldt tot het bekendmaken van een aankondiging van het voornemen tot het plaatsen van een opdracht . artikel 1 . 7 ,  onderdeel b;geldt;;geen verplichting;;;;;;;;;;;['ingeval', 'van', 'toepasselijkheid', 'van', ':', 'indien', 'met', 'overeenkomstige', 'toepassing', 'van', 'het', 'bepaalde', 'bij', 'of', 'krachtens', ',', 'of', 'van', 'deze', 'wet', 'geen', 'verplichting', 'geldt', 'tot', 'het', 'bekendmaken', 'van', 'een', 'aankondiging', 'van', 'het', 'voornemen', 'tot', 'het', 'plaatsen', 'van', 'een', 'opdracht', '.'];['O', 'O', 'O', 'O', ':', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', ',', 'O', 'O', 'O', 'O', 'ACTOR', 'ACTOR', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '.']
463;119;Deel1;Hoofdstuk1.2;Afdeling1.2.2;Artikel1.10;Lid1;;1-1-2019;jci1.3:c:BWBR0032203&deel=1&hoofdstuk=1.2&afdeling=1.2.2&artikel=1.10&lid=1&z=2019-04-18&g=2019-04-18;Een aanbestedende dienst of een speciale - sectorbedrijf stelt bij de voorbereiding van en het tot stand brengen van een overheidsopdracht ,  een speciale - sectoropdracht of een concessieopdracht of het uitschrijven van een prijsvraag uitsluitend eisen ,  voorwaarden en criteria aan de inschrijvers en de inschrijvingen die in een redelijke verhouding staan tot het voorwerp van de opdracht . ;stelt; uitsluitend eisen, voorwaarden en criteria;Een aanbestedende dienst of een speciale-sectorbedrijf;de inschrijvers en de inschrijvingen;;;;;;;;;;['Een', 'aanbestedende', 'dienst', 'of', 'een', 'speciale', '-', 'sectorbedrijf', 'stelt', 'bij', 'de', 'voorbereiding', 'van', 'en', 'het', 'tot', 'stand', 'brengen', 'van', 'een', 'overheidsopdracht', ',', 'een', 'speciale', '-', 'sectoropdracht', 'of', 'een', 'concessieopdracht', 'of', 'het', 'uitschrijven', 'van', 'een', 'prijsvraag', 'uitsluitend', 'eisen', ',', 'voorwaarden', 'en', 'criteria', 'aan', 'de', 'inschrijvers', 'en', 'de', 'inschrijvingen', 'die', 'in', 'een', 'redelijke', 'verhouding', 'staan', 'tot', 'het', 'voorwerp', 'van', 'de', 'opdracht', '.'];['ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', '-', 'ACTOR', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', ',', 'O', 'O', '-', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'OBJ', 'OBJ', ',', 'OBJ', 'OBJ', 'OBJ', 'O', 'REC', 'REC', 'REC', 'REC', 'REC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '.']
464;120;Deel1;Hoofdstuk1.2;Afdeling1.2.2;Artikel1.10;Lid2;;1-1-2019;jci1.3:c:BWBR0032203&deel=1&hoofdstuk=1.2&afdeling=1.2.2&artikel=1.10&lid=2&z=2019-04-18&g=2019-04-18;Bij de toepassing van het eerste lid slaat de aanbestedende dienst of het speciale - sectorbedrijf ,  voor zover van toepassing ,  in ieder geval acht op : ;slaat acht op;;e aanbestedende dienst of het speciale-sectorbedrijf;;;;;;;;;;;['Bij', 'de', 'toepassing', 'van', 'het', 'eerste', 'lid', 'slaat', 'de', 'aanbestedende', 'dienst', 'of', 'het', 'speciale', '-', 'sectorbedrijf', ',', 'voor', 'zover', 'van', 'toepassing', ',', 'in', 'ieder', 'geval', 'acht', 'op', ':'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', 'ACTOR', '-', 'ACTOR', ',', 'O', 'O', 'O', 'O', ',', 'O', 'O', 'O', 'V', 'V', ':']
473;129;Deel1;Hoofdstuk1.2;Afdeling1.2.2;Artikel1.10;Lid3;;1-1-2019;jci1.3:c:BWBR0032203&deel=1&hoofdstuk=1.2&afdeling=1.2.2&artikel=1.10&lid=3&z=2019-04-18&g=2019-04-18;Bij algemene maatregel van bestuur wordt een richtsnoer aangewezen waarin voorschriften zijn vervat met betrekking tot de wijze waarop door bij die algemene maatregel van bestuur aan te wijzen aanbestedende diensten of speciale sectorbedrijven uitvoering wordt gegeven aan het eerste lid . ;wordt aangewezen;;een richtsnoer ;;;wordt gegeven;;uitvoering;;;;;;['Bij', 'algemene', 'maatregel', 'van', 'bestuur', 'wordt', 'een', 'richtsnoer', 'aangewezen', 'waarin', 'voorschriften', 'zijn', 'vervat', 'met', 'betrekking', 'tot', 'de', 'wijze', 'waarop', 'door', 'bij', 'die', 'algemene', 'maatregel', 'van', 'bestuur', 'aan', 'te', 'wijzen', 'aanbestedende', 'diensten', 'of', 'speciale', 'sectorbedrijven', 'uitvoering', 'wordt', 'gegeven', 'aan', 'het', 'eerste', 'lid', '.'];['O', 'O', 'O', 'O', 'O', 'V', 'ACTOR', 'ACTOR', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ACTOR', 'V', 'V', 'O', 'O', 'O', 'O', '.']
